일자,계(명),국내발생(명),해외유입(명),사망,0-9세,10-19세,20-29세,30-39세,40-49세,50-59세,60-69세,70-79세,80세이상
2023-07-24,"16,778 ","16,765 ",13 ,7 ,830 ,"1,982 ","2,135 ","2,483 ","2,687 ","2,294 ","2,247 ","1,350 ",770 
2023-07-25,"50,813 ","50,803 ",10 ,9 ,"1,703 ","4,076 ","6,513 ","8,043 ","8,142 ","7,376 ","7,406 ","5,012 ","2,542 "
2023-07-26,"57,216 ","57,200 ",16 ,18 ,"2,019 ","5,075 ","8,113 ","8,450 ","8,617 ","7,946 ","8,369 ","5,311 ","3,316 "
2023-07-27,"51,239 ","51,227 ",12 ,23 ,"1,708 ","4,110 ","7,508 ","7,886 ","7,873 ","7,197 ","7,483 ","4,802 ","2,672 "
2023-07-28,"48,069 ","48,059 ",10 ,16 ,"1,693 ","3,586 ","6,915 ","7,125 ","7,281 ","6,877 ","7,270 ","4,653 ","2,669 "
2023-07-29,"48,196 ","48,190 ",6 ,6 ,"1,614 ","3,302 ","6,621 ","7,073 ","7,259 ","6,849 ","7,696 ","4,899 ","2,883 "
2023-07-30,"44,749 ","44,744 ",5 ,14 ,"1,559 ","3,010 ","5,798 ","6,122 ","6,669 ","6,817 ","7,453 ","4,685 ","2,636 "
2023-07-31,"18,379 ","18,373 ",6 ,10 ,892 ,"1,372 ","2,527 ","2,868 ","2,941 ","2,543 ","2,642 ","1,547 ","1,047 "
2023-08-01,"56,096 ","56,086 ",10 ,9 ,"1,676 ","3,194 ","7,968 ","8,972 ","8,466 ","8,313 ","8,596 ","5,716 ","3,195 "
2023-08-02,"64,148 ","64,142 ",6 ,17 ,"1,978 ","4,181 ","9,461 ","9,778 ","9,526 ","9,171 ","9,797 ","6,226 ","4,030 "
2023-08-03,"55,453 ","55,446 ",7 ,18 ,"1,816 ","3,731 ","8,424 ","8,447 ","8,267 ","7,987 ","8,567 ","5,133 ","3,081 "
2023-08-04,"54,713 ","54,703 ",10 ,17 ,"1,817 ","3,739 ","8,099 ","8,242 ","8,178 ","7,854 ","8,504 ","5,260 ","3,020 "
2023-08-05,"53,111 ","53,100 ",11 ,12 ,"1,785 ","3,538 ","7,412 ","7,729 ","7,770 ","7,774 ","8,550 ","5,306 ","3,247 "
2023-08-06,"48,885 ","48,874 ",11 ,14 ,"1,751 ","3,316 ","6,073 ","6,933 ","7,405 ","7,401 ","8,310 ","4,877 ","2,819 "
2023-08-07,"20,241 ","20,234 ",7 ,11 ,"1,039 ","1,501 ","2,773 ","3,274 ","3,272 ","2,922 ","2,737 ","1,659 ","1,064 "
2023-08-08,"61,377 ","61,372 ",5 ,18 ,"2,090 ","3,917 ","8,480 ","9,959 ","9,462 ","8,901 ","9,027 ","6,039 ","3,502 "
2023-08-09,"65,696 ","65,681 ",15 ,23 ,"2,149 ","4,615 ","9,633 ","10,113 ","9,599 ","9,299 ","9,884 ","6,118 ","4,286 "
2023-08-10,"55,874 ","55,865 ",9 ,25 ,"2,085 ","4,091 ","8,525 ","8,777 ","8,191 ","7,631 ","8,223 ","5,203 ","3,148 "
2023-08-11,"49,335 ","49,319 ",16 ,28 ,"1,820 ","3,430 ","7,005 ","7,544 ","7,230 ","7,141 ","7,848 ","4,563 ","2,754 "
2023-08-12,"47,840 ","47,831 ",9 ,17 ,"1,957 ","3,367 ","6,316 ","6,737 ","6,702 ","6,987 ","7,645 ","4,994 ","3,135 "
2023-08-13,"45,729 ","45,718 ",11 ,14 ,"1,858 ","3,128 ","5,539 ","6,311 ","6,623 ","6,988 ","7,763 ","4,698 ","2,821 "
2023-08-14,"17,226 ","17,222 ",4 ,20 ,"1,003 ","1,351 ","2,161 ","2,717 ","2,596 ","2,437 ","2,435 ","1,475 ","1,051 "
2023-08-15,"47,110 ","47,095 ",15 ,6 ,"1,917 ","3,298 ","5,989 ","7,136 ","6,963 ","7,017 ","7,297 ","4,776 ","2,717 "
2023-08-16,"36,961 ","36,953 ",8 ,16 ,"1,554 ","2,793 ","4,893 ","5,538 ","5,499 ","5,286 ","5,524 ","3,340 ","2,534 "
2023-08-17,"49,848 ","49,835 ",13 ,21 ,"1,897 ","4,263 ","7,248 ","8,145 ","7,396 ","7,104 ","6,857 ","4,383 ","2,555 "
2023-08-18,"50,920 ","50,910 ",10 ,22 ,"2,032 ","4,814 ","7,287 ","7,576 ","7,035 ","7,099 ","7,472 ","4,568 ","3,037 "
2023-08-19,"44,053 ","44,052 ",1 ,21 ,"1,991 ","4,448 ","5,877 ","6,325 ","5,998 ","5,995 ","6,658 ","4,111 ","2,650 "
2023-08-20,"38,974 ","38,969 ",5 ,22 ,"1,691 ","3,674 ","4,778 ","5,286 ","5,430 ","5,691 ","6,313 ","3,772 ","2,339 "
2023-08-21,"14,564 ","14,554 ",10 ,20 ,864 ,"1,722 ","1,872 ","2,181 ","2,213 ","1,911 ","1,852 ","1,154 ",795 
2023-08-22,"47,384 ","47,372 ",12 ,22 ,"2,064 ","5,965 ","6,030 ","7,037 ","6,785 ","6,428 ","6,446 ","4,184 ","2,445 "
2023-08-23,"48,161 ","48,152 ",9 ,14 ,"2,215 ","6,215 ","6,436 ","6,918 ","6,598 ","6,206 ","6,602 ","4,175 ","2,796 "
2023-08-24,"40,815 ","40,807 ",8 ,17 ,"2,013 ","5,109 ","5,616 ","5,898 ","5,723 ","5,343 ","5,599 ","3,404 ","2,110 "
2023-08-25,"37,504 ","37,500 ",4 ,24 ,"1,791 ","4,974 ","4,810 ","5,212 ","5,094 ","4,870 ","5,387 ","3,343 ","2,023 "
2023-08-26,"36,886 ","36,879 ",7 ,13 ,"1,864 ","5,680 ","4,386 ","4,842 ","4,839 ","4,662 ","5,245 ","3,311 ","2,057 "
2023-08-27,"32,967 ","32,960 ",7 ,23 ,"1,704 ","4,662 ","3,647 ","4,178 ","4,537 ","4,553 ","4,871 ","3,094 ","1,721 "
2023-08-28,"13,149 ","13,148 ",1 ,12 ,883 ,"2,109 ","1,540 ","1,889 ","1,944 ","1,614 ","1,604 ",884 ,682 
2023-08-29,"42,998 ","42,992 ",6 ,21 ,"2,176 ","7,876 ","4,933 ","6,061 ","6,006 ","5,297 ","5,155 ","3,496 ","1,998 "
2023-08-30,"42,586 ","42,576 ",10 ,24 ,"2,175 ","7,727 ","5,235 ","5,820 ","5,658 ","5,102 ","5,310 ","3,278 ","2,281 "
2023-08-31,"50,464 ","50,453 ",11 ,76 ,"2,713 ","7,672 ","6,570 ","7,115 ","7,126 ","6,084 ","6,511 ","4,025 ","2,648 "
