시간,규모,진앙(km),위도,경도,위치
2017-03-07 06:53:36,2.6,0,37.75,129.71,강원 동해시 동북동쪽 58km 해역
2017-03-09 02:24:31,2.0,22,35.82,129.78,경북 포항시 남구 동남동쪽 43km 해역
2017-03-14 05:41:43,2.1,22,34.64,127.78,전남 여수시 남동쪽 17km 지역
2017-03-19 03:01:14,2.9,14,33.32,127.18,제주 서귀포시 성산 동남동쪽 29km 해역
2017-03-21 23:19:48,2.4,0,38.52,126.03,북한 황해북도 사리원 동쪽 23km 지역
2017-03-27 09:28:26,2.0,9,35.21,126.95,광주 북구 북동쪽 5km 지역
2017-03-28 00:48:39,2.2,0,37.17,125.48,인천 옹진군 연평도 남남서쪽 58km 해역
2017-03-28 15:45:38,2.0,16,35.79,129.20,경북 경주시 남남서쪽 5km 지역
2017-03-30 21:49:53,2.0,17,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2017-03-31 13:46:09,3.3,17,35.78,129.20,경북 경주시 남남서쪽 7km 지역
2017-03-31 13:53:28,2.5,15,35.78,129.20,경북 경주시 남남서쪽 6km 지역
2017-04-01 16:04:16,2.2,16,35.78,129.20,경북 경주시 남남서쪽 7km 지역
2017-04-04 23:25:52,2.2,21,35.67,129.85,울산 동구 동북동쪽 43km 해역
2017-04-07 00:04:09,2.0,4,35.97,127.80,전북 무주군 동남동쪽 13km 지역
2017-04-08 18:20:49,2.7,11,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2017-04-08 23:13:13,2.1,0,38.72,125.61,북한 황해북도 송림 북북서쪽 2km 지역
2017-04-09 01:45:53,2.1,13,35.76,129.20,경북 경주시 남쪽 9km 지역
2017-04-09 14:12:45,2.4,5,38.99,126.20,북한 평안남도 성천 남쪽 28km 지역
2017-04-10 04:02:49,2.3,17,35.16,128.77,경남 창원시 진해구 동북동쪽 6km 지역
2017-04-15 05:41:52,2.2,15,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2017-04-15 11:31:13,3.1,13,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
2017-04-15 17:16:47,2.0,8,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
2017-04-16 21:39:21,2.2,6,36.70,125.18,충남 태안군 서격렬비도 서북서쪽 33km 해역
2017-04-18 01:17:44,2.0,16,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2017-04-18 17:36:38,2.1,12,35.50,128.88,경남 밀양시 동쪽 12km 지역
2017-04-20 16:00:21,3.2,0,33.77,127.28,전남 여수시 거문도 남쪽 29km 해역
2017-04-28 05:54:29,2.4,5,33.33,127.85,제주 서귀포시 성산 동쪽 90km 해역
2017-04-28 11:19:23,2.1,13,36.60,128.81,경북 안동시 동북동쪽 8km 지역
2017-05-04 01:08:27,2.6,16,36.61,129.44,경북 영덕군 북북동쪽 22km 해역
2017-05-04 21:46:23,2.4,14,36.74,128.10,경북 문경시 북북서쪽 18km 지역
2017-05-05 00:02:55,2.0,15,36.73,128.10,경북 문경시 북북서쪽 18km 지역
2017-05-05 23:16:21,3.0,11,35.32,127.43,전남 구례군 북북서쪽 13km 지역
2017-05-10 14:06:47,2.5,19,35.88,126.19,전북 부안군 위도 북북서쪽 32km 해역
2017-05-10 22:31:14,2.1,16,36.61,129.45,경북 영덕군 북북동쪽 23km 해역
2017-05-13 18:37:23,2.8,15,36.61,129.44,경북 영덕군 북북동쪽 23km 해역
2017-05-16 20:06:49,2.1,0,36.85,124.55,충남 태안군 서격렬비도 서북서쪽 92km 해역
2017-05-16 23:29:02,2.2,6,36.60,128.92,경북 안동시 동북동쪽 17km 지역
2017-05-20 16:29:02,2.0,12,35.92,128.27,경북 성주군 북서쪽 1km 지역
2017-05-20 22:29:33,2.9,15,37.73,129.62,강원 동해시 동북동쪽 50km 해역
2017-05-25 11:20:07,3.0,24,36.96,124.40,충남 태안군 서격렬비도 서북서쪽 109km 해역
2017-05-28 15:47:38,2.7,21,35.67,129.56,울산 북구 동북동쪽 20km 해역
2017-06-04 05:16:11,2.1,18,36.83,128.10,충북 충주시 남동쪽 24km 지역
2017-06-11 18:16:53,2.0,12,37.28,129.21,강원 삼척시 남남동쪽 19km 지역
2017-06-11 20:31:52,2.5,14,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2017-06-13 08:01:51,2.1,17,35.74,129.18,경북 경주시 남남서쪽 11km 지역
2017-06-14 02:43:47,2.2,6,38.34,126.14,북한 황해북도 평산 서쪽 22km 지역
2017-06-15 16:56:24,2.4,13,36.54,125.07,충남 태안군 서격렬비도 서쪽 42km 해역
2017-06-17 14:30:09,2.3,21,33.38,127.21,제주 서귀포시 성산 동쪽 30km 해역
2017-06-20 11:02:37,2.0,12,35.85,129.08,경북 경주시 서쪽 12km 지역
2017-06-27 20:17:18,2.0,15,35.77,129.20,경북 경주시 남남서쪽 8km 지역
2017-06-28 13:00:17,2.7,0,40.00,125.81,북한 평안북도 영변 북쪽 22km 지역
2017-07-05 19:17:30,2.5,5,35.99,127.97,경북 김천시 남서쪽 21km 지역
2017-07-06 06:00:26,2.4,6,36.00,127.94,경북 김천시 남서쪽 22km 지역
2017-07-08 23:45:17,2.8,0,40.40,127.29,북한 함경남도 장진 동북동쪽 5km 지역
2017-07-09 03:43:48,2.1,18,33.51,125.73,제주 제주시 고산 서북서쪽 47km 해역
2017-07-18 10:31:05,2.7,16,37.69,126.19,인천 강화군 서남서쪽 27km 해역
2017-07-19 10:23:35,2.2,28,33.77,126.12,제주 제주시 북서쪽 48km 해역
2017-07-20 14:38:47,2.0,11,37.39,129.54,강원 삼척시 동남동쪽 33km 해역
2017-08-07 20:53:09,2.6,0,38.70,125.63,북한 황해북도 송림 남남서쪽 4km 지역
2017-08-09 13:53:43,2.7,12,33.87,125.52,전남 신안군 흑산면 남쪽 87km 해역
2017-08-15 21:32:10,2.6,0,38.73,125.67,북한 황해북도 송림 동쪽 3km 지역
2017-08-16 00:35:23,2.5,0,38.73,125.69,북한 황해북도 송림 동쪽 5km 지역
2017-08-21 01:30:16,2.1,0,38.82,126.13,북한 평양 동남동쪽 39km 지역
2017-08-29 22:06:49,2.4,7,35.31,125.36,전남 영광군 안마도 서쪽 61km 해역
2017-09-01 05:57:30,2.1,18,36.42,127.21,충남 공주시 동남동쪽 9km 지역
2017-09-07 14:58:07,2.9,19,37.60,125.34,인천 옹진군 연평도 서남서쪽 33km 해역
2017-09-11 17:25:57,3.2,0,35.29,124.16,전남 신안군 흑산면 서북서쪽 139km 해역
2017-09-16 01:34:06,2.2,19,34.25,127.13,전남 여수시 거문도 북서쪽 29km 해역
2017-09-23 13:43:00,2.6,2,41.35,129.06,북한 함경북도 길주 북북서쪽 49km 지역
2017-09-23 17:29:16,3.2,0,41.35,129.06,북한 함경북도 길주 북북서쪽 49km 지역
2017-09-30 15:34:31,2.5,18,33.42,127.15,제주 서귀포시 성산 동쪽 25km 해역
2017-10-04 02:11:48,2.4,22,35.56,129.88,울산 동구 동쪽 42km 해역
2017-10-04 12:10:31,2.1,11,36.16,127.13,충남 논산시 남동쪽 4km 지역
2017-10-08 12:18:28,2.8,16,34.84,127.25,전남 보성군 동북동쪽 17km 지역
2017-10-13 01:41:08,2.7,3,41.39,129.03,북한 함경북도 길주 북북서쪽 54km 지역
2017-10-16 06:08:45,2.8,18,33.86,125.30,전남 신안군 흑산면 남쪽 89km 해역
2017-10-16 15:51:15,2.5,14,35.79,129.19,경북 경주시 남남서쪽 6km 지역
2017-10-18 04:56:03,2.6,16,36.59,129.45,경북 영덕군 북북동쪽 20km 해역
2017-10-20 06:41:59,2.0,13,35.90,127.54,전북 진안군 북동쪽 15km 지역
2017-10-20 12:20:15,2.2,10,38.44,126.16,북한 황해북도 평산 서북서쪽 24km 지역
2017-10-21 13:11:20,2.7,12,33.63,126.05,제주 제주시 고산 북북서쪽 39km 해역
2017-10-29 02:14:56,2.2,12,34.39,127.34,전남 고흥군 남남동쪽 25km 해역
2017-10-30 11:02:10,2.1,10,36.42,126.48,충남 보령시 북서쪽 15km 해역
2017-11-08 09:35:18,2.5,13,33.05,126.20,제주 제주시 고산 남쪽 28km 해역
2017-11-08 17:52:49,2.0,9,35.16,128.57,경남 창원 마산합포구 남쪽 4km 지역
2017-11-09 13:29:42,2.0,16,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2017-11-11 17:18:51,2.2,18,34.84,127.46,전남 순천시 남남서쪽 12km 지역
2017-11-14 02:17:56,2.7,4,37.29,124.82,인천 백령도 남쪽 75km 해역
2017-11-15 14:22:32,2.2,8,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
2017-11-15 14:22:44,2.6,0,36.08,129.31,경북 포항시 북구 북서쪽 7km 지역
2017-11-15 14:29:31,5.4,7,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
2017-11-15 14:32:59,3.6,8,36.10,129.36,경북 포항시 북구 북쪽 7km 지역
2017-11-15 14:46:00,2.5,6,36.12,129.39,경북 포항시 북구 북북동쪽 9km 지역
2017-11-15 14:50:05,2.4,8,36.10,129.36,경북 포항시 북구 북쪽 6km 지역
2017-11-15 14:52:55,2.4,9,36.11,129.35,경북 포항시 북구 북쪽 8km 지역
2017-11-15 14:56:32,2.8,12,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
2017-11-15 14:58:19,2.9,0,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
2017-11-15 15:00:54,2.9,8,36.11,129.35,경북 포항시 북구 북쪽 7km 지역
2017-11-15 15:09:49,3.5,8,36.09,129.34,경북 포항시 북구 북북서쪽 6km 지역
2017-11-15 15:14:59,2.5,9,36.11,129.35,경북 포항시 북구 북쪽 8km 지역
2017-11-15 15:19:46,2.4,11,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
2017-11-15 15:23:50,2.6,11,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
2017-11-15 15:36:19,2.3,7,36.09,129.33,경북 포항시 북구 북북서쪽 6km 지역
2017-11-15 15:55:00,2.2,10,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
2017-11-15 16:11:00,2.9,12,36.13,129.36,경북 포항시 북구 북쪽 10km 지역
2017-11-15 16:16:17,2.4,8,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
2017-11-15 16:18:36,2.0,6,36.14,129.36,경북 포항시 북구 북쪽 11km 지역
2017-11-15 16:49:30,4.3,10,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
2017-11-15 16:57:53,2.2,7,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
2017-11-15 17:11:10,2.8,0,36.08,129.31,경북 포항시 북구 북서쪽 7km 지역
2017-11-15 17:42:53,2.2,10,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
2017-11-15 18:41:46,2.1,11,36.09,129.32,경북 포항시 북구 북서쪽 6km 지역
2017-11-15 18:48:23,2.1,5,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
2017-11-15 18:51:33,2.0,11,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
2017-11-15 18:57:36,2.3,8,36.11,129.35,경북 포항시 북구 북북서쪽 8km 지역
2017-11-15 18:58:26,2.2,8,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
2017-11-15 18:59:38,2.1,9,36.11,129.35,경북 포항시 북구 북쪽 8km 지역
2017-11-15 20:54:25,2.4,10,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
2017-11-15 21:35:25,2.0,10,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
2017-11-15 21:59:27,2.1,7,36.14,129.36,경북 포항시 북구 북쪽 10km 지역
2017-11-15 22:24:30,2.1,7,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
2017-11-15 22:43:12,2.1,10,36.10,129.36,경북 포항시 북구 북쪽 7km 지역
2017-11-15 23:05:16,2.0,12,36.10,129.36,경북 포항시 북구 북쪽 6km 지역
2017-11-15 23:18:07,2.1,10,36.13,129.38,경북 포항시 북구 북쪽 10km 지역
2017-11-16 00:21:53,2.4,8,36.14,129.35,경북 포항시 북구 북쪽 10km 지역
2017-11-16 00:38:14,2.0,9,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
2017-11-16 01:23:12,2.1,11,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
2017-11-16 01:36:05,2.5,13,36.14,129.36,경북 포항시 북구 북쪽 10km 지역
2017-11-16 02:37:43,2.3,8,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
2017-11-16 05:03:37,2.0,8,36.08,129.34,경북 포항시 북구 북북서쪽 5km 지역
2017-11-16 05:54:11,2.5,10,36.09,129.34,경북 포항시 북구 북북서쪽 6km 지역
2017-11-16 09:02:42,3.6,8,36.12,129.37,경북 포항시 북구 북쪽 8km 지역
2017-11-16 09:47:28,2.1,11,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
2017-11-16 10:37:34,2.3,11,36.10,129.35,경북 포항시 북구 북북서쪽 6km 지역
2017-11-16 14:04:04,2.3,7,36.13,129.37,경북 포항시 북구 북쪽 10km 지역
2017-11-16 14:31:09,2.0,10,36.10,129.34,경북 포항시 북구 북북서쪽 7km 지역
2017-11-16 16:48:31,2.4,12,36.12,129.36,경북 포항시 북구 북쪽 8km 지역
2017-11-16 17:31:21,2.0,8,36.11,129.37,경북 포항시 북구 북쪽 7km지역
2017-11-16 17:32:49,2.2,8,36.12,129.36,경북 포항시 북구 북쪽 9km지역
2017-11-16 19:05:05,2.4,9,36.12,129.36,경북 포항시 북구 북쪽 9km지역
2017-11-17 01:17:01,2.1,11,36.08,129.33,경북 포항시 북구 북북서쪽 6km지역
2017-11-17 08:25:50,2.1,11,36.12,129.37,경북 포항시 북구 북쪽 8km지역
2017-11-17 18:57:15,2.6,12,36.10,129.35,경북 포항시 북구 북북서쪽 6km 지역
2017-11-19 01:18:38,2.0,8,36.11,129.34,경북 포항시 북구 북북서쪽 8km 지역
2017-11-19 03:33:31,2.4,12,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
2017-11-19 05:07:05,2.1,8,36.12,129.38,경북 포항시 북구 북쪽 9km 지역
2017-11-19 06:40:59,2.2,11,36.09,129.34,경북 포항시 북구 북북서쪽 6km 지역
2017-11-19 23:45:47,3.5,9,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
2017-11-20 06:05:15,3.6,12,36.14,129.36,경북 포항시 북구 북쪽 11km 지역
2017-11-21 05:58:34,2.0,13,36.09,129.35,경북 포항시 북구 북쪽 6km 지역
2017-11-21 08:57:29,2.1,9,36.09,129.34,경북 포항시 북구 북북서쪽 5km 지역
2017-11-21 09:53:01,2.4,0,36.11,129.33,경북 포항시 북구 북북서쪽 8km 지역
2017-11-22 12:41:46,2.5,8,36.10,129.35,경북 포항시 북구 북북서쪽 6km 지역
2017-11-22 22:15:41,2.0,8,36.12,129.35,경북 포항시 북구 북쪽 9km 지역
2017-11-23 23:27:05,2.3,14,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
2017-11-24 00:29:56,2.6,0,37.23,125.04,인천 옹진군 연평도 남서쪽 76km 해역
2017-11-24 01:17:27,2.3,8,36.11,129.35,경북 포항시 북구 북쪽 7km 지역
2017-11-24 21:27:25,2.3,13,34.05,125.57,전남 신안군 흑산면 남쪽 68km 해역
2017-11-25 12:51:11,2.0,8,36.10,129.35,경북 포항시 북구 북쪽 7km 지역
2017-11-25 14:10:41,2.3,8,36.11,129.35,경북 포항시 북구 북쪽 7km 지역
2017-11-26 03:13:48,2.9,13,36.69,124.65,충남 태안군 서격렬비도 서쪽 79km 해역
2017-12-01 08:03:26,2.4,7,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
2017-12-01 16:23:48,2.7,8,33.24,127.32,제주 서귀포시 성산 동남동쪽 44km 해역
2017-12-02 07:45:56,2.5,0,41.32,129.20,북한 함경북도 길주 북북서쪽 43km 지역
2017-12-03 01:13:47,2.1,13,36.75,128.82,경북 안동시 북북동쪽 22km 지역
2017-12-04 21:55:47,2.5,21,33.42,127.15,제주 서귀포시 성산 동쪽 25km 해역
2017-12-05 21:19:32,2.1,11,36.02,129.45,경북 포항시 남구 동쪽 9km 해역
2017-12-05 23:40:53,2.7,4,41.32,129.13,북한 함경북도 길주 북북서쪽 44km 지역
2017-12-09 01:49:59,2.2,8,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
2017-12-09 02:39:18,2.3,9,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
2017-12-09 15:13:35,3.0,16,41.32,129.10,북한 함경북도 길주 북북서쪽 45km 지역
2017-12-09 15:40:02,2.8,0,41.31,129.11,북한 함경북도 길주 북북서쪽 43km 지역
2017-12-09 16:15:37,2.3,23,35.61,129.99,울산 동구 동북동쪽 54km 해역
2017-12-12 10:06:04,2.5,0,38.32,126.18,북한 황해북도 평산 서쪽 19km 지역
2017-12-19 13:34:28,2.1,7,35.77,129.42,경북 경주시 동남동쪽 20km 지역
2017-12-20 19:22:34,2.3,18,36.09,125.64,충남 태안군 서격렬비도 남쪽 57km 해역
2017-12-21 12:01:12,2.0,5,36.72,128.01,경북 문경시 북서쪽 21km 지역
2017-12-22 12:35:29,2.2,0,39.31,127.15,북한 함경남도 고원 남남서쪽 15km 지역
2017-12-25 16:19:22,3.5,10,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
2017-12-25 16:32:02,2.1,8,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
2017-12-26 04:05:46,2.2,6,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
2017-12-27 19:27:45,2.8,8,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
2017-12-27 19:42:44,2.3,8,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
2017-12-29 17:40:22,2.1,10,36.11,129.34,경북 포항시 북구 북북서쪽 8km 지역
2017-12-30 19:44:13,2.0,17,35.76,129.17,경북 경주시 남남서쪽 9km 지역
2018-01-01 18:35:01,2.1,0,38.33,126.16,북한 황해북도 평산 서쪽 20km 지역
2018-01-01 19:11:53,2.0,8,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
2018-01-06 02:47:16,2.2,12,37.71,125.94,북한 인천 옹진군 연평도 동북동쪽 21km 해역
2018-01-09 16:17:51,2.1,20,33.98,127.11,전남 여수시 거문도 서남서쪽 19km 해역
2018-01-10 18:42:59,2.0,20,36.26,127.34,대전 서구 남남서쪽 12km 지역
2018-01-24 01:25:17,2.4,16,34.32,127.32,전남 여수시 거문도 북쪽 32km 해역
2018-01-28 20:07:06,3.2,6,40.24,127.30,북한 함경남도 장진 남남동쪽 16km 지역
2018-02-02 12:21:12,2.9,9,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
2018-02-03 11:12:18,2.0,6,36.14,129.36,경북 포항시 북구 북쪽 11km 지역
2018-02-03 12:35:01,2.6,19,33.77,127.40,전남 여수시 거문도 남남동쪽 30km 해역
2018-02-04 15:43:38,2.1,7,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
2018-02-04 18:50:25,2.8,14,36.37,127.62,충북 옥천군 북북동쪽 8km 지역
2018-02-04 22:20:35,2.3,8,36.06,129.31,경북 포항시 북구 서북서쪽 5km 지역
2018-02-06 09:18:33,2.5,12,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
2018-02-06 19:53:53,2.6,0,41.33,129.10,북한 함경북도 길주 북북서쪽 46Km 지역
2018-02-08 06:46:01,2.7,1,41.32,129.09,북한 함경북도 길주 북북서쪽 45km 지역
2018-02-08 09:56:49,2.7,9,35.10,124.99,전남 신안군 흑산면 북서쪽 67km 해역
2018-02-09 00:43:45,2.5,4,33.92,125.22,전남 신안군 흑산면 남남서쪽 85km 해역
2018-02-10 01:32:38,2.4,10,36.60,125.76,충남 태안군 서격렬비도 동쪽 20km 해역
2018-02-11 05:03:03,4.6,14,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
2018-02-11 05:07:23,2.5,12,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
2018-02-11 05:12:06,2.2,11,36.07,129.34,경북 포항시 북구 북서쪽 4km 지역
2018-02-11 05:14:05,2.2,10,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
2018-02-11 05:18:56,2.1,8,36.07,129.32,경북 포항시 북구 북서쪽 5km 지역
2018-02-11 05:38:06,2.1,10,36.09,129.32,경북 포항시 북구 북서쪽 7km 지역
2018-02-11 08:11:38,2.1,13,36.08,129.34,경북 포항시 북구 북북서쪽 5km 지역
2018-02-11 12:14:28,2.1,9,36.08,129.32,경북 포항시 북구 북서쪽 6km 지역
2018-02-11 12:49:37,2.4,16,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
2018-02-13 06:30:12,2.6,9,36.07,129.33,경북 포항시 북구 북서쪽 5km 지역
2018-02-13 10:32:10,2.5,10,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
2018-02-14 02:14:26,2.3,8,37.80,125.38,북한 황해남도 옹진 남쪽 14km 해역
2018-02-17 18:35:48,2.0,12,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
2018-02-17 21:31:18,2.6,8,36.09,129.33,경북 포항시 북구 북북서쪽 6km 지역
2018-02-17 23:38:56,2.2,10,36.10,129.35,경북 포항시 북구 북북서쪽 6km 지역
2018-02-18 03:34:27,2.4,9,36.07,129.33,경북 포항시 북구 북서쪽 4km 지역
2018-02-26 02:23:03,2.4,16,33.97,126.87,전남 완도군 남남동쪽 39km 해역
2018-02-26 11:06:57,2.5,6,34.52,125.32,전남 신안군 흑산면 남서쪽 20km 해역
2018-02-27 13:14:45,2.4,13,37.09,124.87,충남 태안군 서격렬비도 북서쪽 80km 해역
2018-03-04 00:52:47,2.6,9,38.13,130.33,경북 울릉군 북서쪽 88km 해역
2018-03-08 23:16:47,2.0,15,35.30,127.33,전남 곡성군 동북동쪽 4km 지역
2018-03-08 23:38:41,2.0,17,35.31,127.32,전남 곡성군 북동쪽 4km 지역
2018-03-09 18:05:37,2.2,7,36.95,126.45,충남 서산시 북쪽 18km 지역
2018-03-10 01:31:39,2.8,6,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
2018-03-16 00:23:23,2.0,6,36.98,128.42,충북 단양군 동남동쪽 5km 지역
2018-03-16 18:02:47,2.7,12,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
2018-03-26 09:40:39,2.7,0,37.78,124.84,인천 백령도 남동쪽 24km 해역
2018-03-31 00:20:12,2.0,8,36.10,129.36,경북 포항시 북구 북쪽 7km 지역
2018-04-06 21:09:11,2.6,24,36.08,129.82,경북 포항시 북구 동쪽 41km 해역
2018-04-09 12:15:40,2.4,16,35.76,129.19,경북 경주시 남남서쪽 8km 지역
2018-04-23 04:31:17,2.3,0,41.35,129.12,북한 함경북도 길주 북북서쪽 47km 지역
2018-04-23 13:10:21,2.4,17,33.21,126.40,제주 서귀포시 서남서쪽 16km 해역
2018-04-24 05:20:32,2.5,10,37.06,125.92,인천 옹진군 덕적도 남서쪽 27km 해역
2018-05-01 19:09:05,2.0,15,35.77,129.20,경북 경주시 남쪽 8km 지역
2018-05-02 12:34:36,2.5,11,36.56,127.63,충북 보은군 북서쪽 11km 지역
2018-05-04 19:20:49,2.0,12,36.10,127.70,충북 영동군 남서쪽 11km 지역
2018-05-07 01:52:08,2.0,16,36.72,128.37,경북 예천군 북서쪽 10km 지역
2018-05-14 02:07:38,2.5,16,33.62,125.58,제주 제주시 고산 서북서쪽 65km 해역
2018-05-20 13:58:31,2.0,10,34.16,125.61,전남 신안군 흑산면 남남동쪽 56km 해역
2018-05-22 00:12:41,2.2,18,36.37,129.49,경북 영덕군 동남동쪽 12km 해역
2018-05-31 00:13:22,2.6,17,36.22,129.38,경북 포항시 북구 북쪽 20km 지역
2018-05-31 16:38:15,2.8,8,38.53,127.68,북한 강원 회양 남남동쪽 19km 지역
2018-06-09 17:38:46,2.3,18,35.87,129.73,경북 포항시 남구 동남동쪽 37km 해역
2018-06-15 11:10:02,2.1,14,36.39,128.49,경북 의성군 서북서쪽 19km 지역
2018-06-16 21:05:25,2.3,3,37.19,129.08,강원 삼척시 남남서쪽 30km 지역
2018-06-20 23:06:49,2.1,14,34.90,124.81,전남 신안군 흑산면 서북서쪽 66km 해역
2018-06-28 18:43:00,2.7,9,38.18,127.34,강원 철원군 북북동쪽 4km 지역
2018-06-28 21:03:26,2.2,0,36.99,125.25,충남 태안군 서격렬비도 북북서쪽 50km 해역
2018-07-01 15:33:22,2.2,18,37.63,129.48,강원 삼척시 북동쪽 34km 해역
2018-07-04 04:39:40,2.1,10,37.30,127.70,경기 여주시 동쪽 6km 지역
2018-07-17 20:19:12,2.7,4,35.91,127.81,전북 무주군 남동쪽 17km 지역
2018-07-19 05:52:11,2.5,23,35.83,129.80,경북 포항시 남구 동남동쪽 44km 해역
2018-07-20 12:14:33,2.4,20,36.01,126.16,전북 군산시 어청도 남동쪽 21km 해역
2018-07-20 12:29:33,2.3,21,35.84,129.79,경북 포항시 남구 동남동쪽 43km 해역
2018-07-21 23:30:47,2.2,13,34.47,127.25,전남 고흥군 남남서쪽 16km 해역
2018-07-22 13:59:11,2.9,13,33.41,125.91,제주 제주시 서쪽 58km 해역
2018-08-09 00:21:24,2.1,0,37.03,125.30,충남 태안군 서격렬비도 북북서쪽 51km 해역
2018-08-09 00:23:08,2.1,0,37.03,125.27,충남 태안군 서격렬비도 북북서쪽 53km 해역
2018-08-10 21:41:19,2.4,1,33.21,127.53,제주 서귀포시 동쪽 90km 해역
2018-08-15 03:02:02,2.5,26,37.27,130.63,경북 울릉군 울릉도 남서쪽 34km 해역
2018-08-24 02:57:16,2.6,12,37.92,125.68,북한 황해남도 해주 남남서쪽 14km 지역
2018-08-24 21:28:24,2.1,18,34.33,127.42,전남 고흥군 남남동쪽 34km 해역
2018-08-29 05:01:29,2.5,11,37.00,129.32,경북 울진군 서쪽 7km 지역
2018-09-14 09:08:13,2.2,14,36.78,128.36,경북 문경시 북동쪽 26km 지역
2018-09-15 21:45:44,2.4,0,37.07,129.91,경북 울진군 동쪽 46km 해역
2018-09-17 10:52:48,2.4,12,36.05,129.69,경북 포항시 북구 동쪽 29km 해역
2018-09-24 17:38:25,2.8,0,40.20,127.70,북한 함경남도 신흥 북동쪽 30km 지역
2018-09-25 04:05:47,2.5,16,33.46,125.80,제주 제주시 서쪽 68km 해역
2018-09-27 12:24:32,2.4,0,38.74,125.70,북한 황해북도 송림 동쪽 6km 지역
2018-10-12 16:43:00,2.3,13,38.67,127.18,북한 강원 평강 북북서쪽 30km 지역
2018-10-14 14:46:03,2.4,0,37.49,124.58,인천 옹진군 백령도 남쪽 52km 해역
2018-10-17 03:14:44,2.0,14,36.16,127.30,충남 논산시 동쪽 18km 지역
2018-10-20 01:22:40,2.6,0,37.26,129.96,경북 울진군 동북동쪽 58km 해역
2018-10-22 12:09:26,2.1,11,35.61,124.94,전북 군산시 어청도 서남서쪽 109km 해역
2018-10-24 15:14:21,2.2,7,38.04,125.37,북한 황해남도 옹진 북쪽 12km 지역
2018-10-25 05:53:46,2.3,16,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2018-11-04 17:04:44,2.5,15,36.08,128.25,경북 김천시 동남동쪽 14km 지역
2018-11-05 12:01:55,3.2,2,37.80,124.90,인천 옹진군 백령도 남동쪽 26km 해역
2018-11-05 12:07:15,3.1,15,37.85,124.87,인천 옹진군 백령도 남동쪽 20km 해역
2018-11-19 03:34:49,2.1,19,36.42,127.30,대전 유성구 북서쪽 8km 지역
2018-11-20 14:10:27,2.3,17,33.52,127.29,전남 여수시 거문도 남쪽 57km 해역
2018-11-22 18:36:18,2.2,19,35.91,129.71,경북 포항시 남구 동남동쪽 33km 해역
2018-11-24 08:16:44,2.9,10,38.70,127.16,북한 강원 평강 북북서쪽 34km 지역
