시간,규모,진앙(km),위도,경도,위치
2018-11-25 02:58:33,2.2,0,38.73,125.92,북한 황해북도 송림 동쪽 25km 지역
2018-11-25 23:27:27,2.1,12,33.15,126.09,제주 서귀포시 서남서쪽 45km 해역
2018-11-29 03:05:23,3.3,13,34.94,124.53,전남 신안군 흑산도 서북서쪽 92km 해역
2018-11-29 14:52:39,2.1,17,37.32,129.69,경북 울진군 북동쪽 44km 해역
2018-12-05 08:01:08,2.1,17,36.45,129.62,경북 영덕군 동쪽 23km 해역
2018-12-05 08:28:20,2.5,17,36.45,129.62,경북 영덕군 동쪽 23km 해역
2018-12-08 04:16:41,2.4,17,36.31,128.25,경북 구미시 북북서쪽 23km 지역
2018-12-09 14:06:18,2.2,19,35.86,129.69,경북 포항시 남구 동남동쪽 34km 해역
2018-12-12 03:43:04,2.1,12,35.72,126.78,전북 부안군 동남동쪽 4km 지역
2018-12-17 02:16:27,2.2,20,36.53,129.65,경북 영덕군 동북동쪽 28km 해역
2018-12-20 13:23:24,2.0,21,35.88,129.69,경북 포항시 남구 동남동쪽 33km 해역
2018-12-21 16:06:12,2.7,12,35.76,127.95,경남 거창군 북북동쪽 9km 지역
2018-12-27 03:10:48,2.0,5,36.99,128.89,경북 봉화군 북동쪽 18km 지역
2019-01-01 06:49:51,3.1,19,36.53,129.66,경북 영덕군 동북동쪽 29km 해역
2019-01-02 07:20:29,2.8,12,41.30,129.21,북한 함경북도 길주 북북서쪽 40km 지역
2019-01-02 13:12:27,2.2,5,36.77,128.31,경북 문경시 북북동쪽 23km 지역
2019-01-09 03:10:23,3.7,18,37.37,124.23,인천 옹진군 백령도 남남서쪽 76km 해역
2019-01-10 05:31:05,2.5,17,35.79,129.20,경북 경주시 남남서쪽 5km 지역
2019-01-13 21:09:20,2.0,17,37.02,127.93,충북 충주시 북쪽 3km 지역
2019-01-17 21:34:02,2.7,17,33.94,127.62,전남 여수시 거문도 동남동쪽 30km 해역
2019-01-31 19:57:45,2.2,19,36.53,129.66,경북 영덕군 동북동쪽 29km 해역
2019-02-10 12:53:38,4.1,21,36.16,129.90,경북 포항시 북구 동북동쪽 50km 해역
2019-02-10 14:12:38,2.5,21,36.16,129.85,경북 포항시 북구 동북동쪽 45km 해역
2019-02-13 05:16:13,2.7,21,38.90,125.86,북한 평양 남동쪽 17km 지역
2019-02-17 22:19:01,2.6,12,33.29,126.25,제주 서귀포시 서쪽 29km 지역
2019-02-18 05:33:10,2.4,19,36.72,128.41,경북 예천군 북북서쪽 8km 지역
2019-02-20 22:14:47,2.9,14,36.51,125.50,충남 태안군 서격렬비도 남남서쪽 12km 해역
2019-02-25 09:30:34,2.9,10,36.77,129.03,경북 영양군 북북서쪽 14km 지역
2019-02-27 21:22:35,2.2,12,37.31,124.74,인천 옹진군 백령도 남쪽 72km 해역
2019-03-03 14:25:57,2.5,2,39.63,127.12,북한 함경남도 금야 북서쪽 15km 지역
2019-03-09 15:06:45,2.0,12,36.82,128.73,경북 봉화군 남쪽 8km 지역
2019-03-11 04:27:00,2.4,15,33.47,126.40,제주 제주시 서남서쪽 13km 지역
2019-03-13 12:20:20,2.4,13,33.63,126.93,제주 제주시 동북동쪽 40km 해역
2019-03-17 19:28:00,2.3,13,36.34,127.87,충북 옥천군 동쪽 27km 지역
2019-03-19 05:31:06,2.2,11,38.01,126.00,북한 황해남도 해주 동쪽 25km 지역
2019-03-21 04:41:05,2.8,11,41.32,129.09,북한 함경북도 길주 북북서쪽 45km 지역
2019-03-21 07:13:35,2.7,6,37.56,125.20,북한 황해남도 옹진 남남서쪽 43km 해역
2019-03-28 16:21:56,2.2,16,33.62,126.94,제주 제주시 동북동쪽 40km 해역
2019-04-19 11:16:43,4.3,32,37.88,129.54,강원 동해시 북동쪽 54km 해역
2019-04-22 05:45:19,3.8,21,36.86,129.80,경북 울진군 동남동쪽 38km 해역
2019-04-27 01:10:06,2.5,17,33.79,126.09,제주 제주시 북서쪽 52km 해역
2019-05-04 05:43:15,2.4,6,37.42,124.56,인천 옹진군 백령도 남쪽 60km 해역
2019-05-05 16:57:04,2.1,18,36.55,129.54,경북 영덕군 북동쪽 22km 해역
2019-05-10 16:05:58,2.0,12,36.56,129.64,경북 영덕군 동북동쪽 29km 해역
2019-05-13 23:50:38,2.4,17,33.35,127.17,제주 서귀포시 동쪽 58km 해역
2019-05-16 00:35:45,3.3,5,39.15,126.47,북한 평안남도 양덕 서남서쪽 16km 지역
2019-05-17 11:08:33,2.4,6,38.37,126.30,북한 황해북도 평산 서북서쪽 9km 지역
2019-06-11 23:18:53,2.5,19,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2019-06-15 22:07:11,2.2,21,35.71,126.36,전북 부안군 서쪽 34km 해역
2019-06-21 13:20:41,2.5,7,38.81,125.68,북한 황해북도 송림 북북동쪽 9km 지역
2019-06-22 05:43:59,2.7,2,38.81,125.71,북한 황해북도 송림 북동쪽 10km 지역
2019-06-22 05:49:36,3.4,3,38.81,125.70,북한 황해북도 송림 북동쪽 10km 지역
2019-06-23 05:26:22,3.4,3,38.81,125.70,북한 황해북도 송림 북동쪽 10km 지역
2019-06-23 13:15:09,2.4,6,38.75,125.73,북한 황해북도 송림 동쪽 8km 지역
2019-06-23 18:41:15,2.4,16,36.69,128.41,경북 예천군 북서쪽 5km 지역
2019-06-27 15:19:51,3.9,2,38.80,125.69,북한 황해북도 송림 북동쪽 9km 지역
2019-06-27 15:37:27,2.5,3,38.77,125.70,북한 황해북도 송림 북동쪽 7km 지역
2019-06-27 15:39:46,2.1,2,38.75,125.71,북한 황해북도 송림 동북동쪽 7km 지역
2019-07-02 20:51:51,2.7,21,35.88,129.69,경북 포항시 남구 동남동쪽 33km 해역
2019-07-08 14:04:44,2.2,20,37.89,129.55,강원 동해시 북동쪽 56km 해역
2019-07-10 01:55:40,2.1,6,38.70,125.73,북한 황해북도 송림 동남동쪽 9km 지역
2019-07-20 00:38:40,2.0,15,36.33,128.08,경북 상주시 남서쪽 11km 지역
2019-07-21 11:04:18,3.9,14,36.50,128.10,경북 상주시 북북서쪽 11km 지역
2019-07-22 01:15:45,2.0,13,35.82,125.56,전북 군산시 어청도 남서쪽 50km 해역
2019-07-25 01:46:09,2.8,13,37.35,129.84,경북 울진군 북동쪽 56km 해역
2019-07-30 05:45:15,2.1,6,35.00,128.30,경남 고성군 북서쪽 4km 지역
2019-08-09 19:30:43,2.2,2,39.31,124.71,북한 평안북도 철산 남쪽 51km 해역
2019-08-10 22:45:57,2.3,18,33.78,126.92,전남 여수시 거문도 남서쪽 45km 해역
2019-08-11 18:19:50,2.1,10,37.97,124.63,인천 옹진군 백령도 서북서쪽 5km 지역
2019-08-20 10:34:52,2.8,22,33.57,124.81,전남 신안군 흑산도 남남서쪽 135km 해역
2019-08-23 19:50:48,2.7,7,37.96,124.69,인천 옹진군 백령도 북동쪽 1km 지역
2019-08-28 14:22:29,2.5,26,36.24,130.01,경북 영덕군 동남동쪽 61km 해역
2019-09-01 12:58:34,2.3,16,39.51,126.10,북한 평안남도 개천 남동쪽 27km 지역
2019-09-07 23:38:06,2.0,14,35.48,129.54,울산 동구 동남동쪽 12km 해역
2019-09-11 04:52:07,2.0,9,38.13,127.09,경기 연천군 북북동쪽 4km 지역
2019-09-19 18:19:05,2.6,6,33.65,124.99,전남 신안군 흑산도 남남서쪽 120km 해역
2019-09-21 15:11:16,3.5,17,38.67,127.17,북한 강원 평강 북북서쪽 31km 지역
2019-09-22 11:07:27,3.3,17,34.16,125.16,전남 신안군 흑산도 남남서쪽 62km 해역
2019-09-26 02:57:31,2.3,8,36.09,129.33,경북 포항시 북구 북북서쪽 6km 지역
2019-10-02 22:36:57,2.3,11,38.79,125.78,북한 황해북도 송림 동북동쪽 14km 지역
2019-10-04 03:57:23,2.6,9,35.47,128.86,경남 밀양시 동남동쪽 11km 지역
2019-10-12 20:46:03,2.5,17,35.18,129.77,울산 동구 남동쪽 48km 해역
2019-10-13 19:52:44,2.0,20,36.53,129.65,경북 영덕군 동북동쪽 28km 해역
2019-10-15 22:30:59,2.3,3,38.77,125.71,북한 황해북도 송림 동북동쪽 8km 지역
2019-10-20 00:05:10,2.2,10,33.41,125.13,제주 제주시 서쪽 130km 해역
2019-10-27 15:37:26,3.4,11,35.41,128.49,경남 창녕군 남쪽 15km 지역
2019-10-30 02:01:41,2.3,5,36.68,128.61,경북 안동시 북서쪽 16km 지역
2019-10-31 16:29:34,2.1,3,37.24,126.11,인천 옹진군 서남서쪽 52km 지역
2019-11-09 23:14:14,2.4,9,37.62,124.65,인천 옹진군 백령도 남쪽 37km 해역
2019-11-21 06:08:07,2.3,6,35.13,124.93,전남 신안군 흑산도 북서쪽 73km 해역
2019-11-21 19:55:50,2.4,12,33.83,128.09,전남 여수시 거문도 동남동쪽 75km 해역
2019-11-29 12:04:43,2.0,21,36.86,129.79,경북 울진군 동남동쪽 38km 해역
2019-12-04 17:19:20,2.6,9,33.94,124.70,전남 신안군 흑산도 남서쪽 106km 해역
2019-12-08 12:09:24,2.0,0,35.12,124.96,전남 신안군 흑산도 북서쪽 70km 해역
2019-12-12 20:29:55,2.1,21,33.55,126.92,제주 제주시 동쪽 36km 해역
2019-12-15 14:15:40,2.0,11,37.16,126.22,충남 서산시 북북서쪽 46km 해역
2019-12-17 16:00:30,2.1,11,38.01,126.00,북한 황해남도 해주 동쪽 25km 지역
2019-12-24 06:19:16,2.4,18,33.29,127.16,제주 서귀포시 동쪽 56km 해역
2019-12-29 08:43:26,2.3,17,33.33,127.16,제주 서귀포시 동쪽 56km 해역
2019-12-30 00:32:08,3.5,20,35.56,128.90,경남 밀양시 동북동쪽 15km 지역
2019-12-30 01:44:02,2.1,19,35.56,128.90,경남 밀양시 동북동쪽 15km 지역
2020-01-08 06:03:00,2.0,17,35.91,128.38,경북 성주군 동쪽 9km 지역
2020-01-15 22:46:11,2.1,8,37.11,128.29,충북 제천시 동남동쪽 9km 지역
2020-01-29 09:33:47,2.5,1,41.29,129.11,북한 함경북도 길주 북북서쪽 41km 지역
2020-01-30 00:52:52,3.2,21,36.59,128.12,경북 상주시 북쪽 20km 지역
2020-02-09 14:41:26,2.4,9,35.77,129.03,경북 경주시 서남서쪽 18km 지역
2020-02-16 20:03:35,2.7,19,36.26,130.49,경북 영덕군 동쪽 102km 해역
2020-02-29 22:02:19,2.7,8,38.46,126.17,북한 황해북도 평산 북서쪽 24km 지역
2020-02-29 22:03:50,2.4,8,38.45,126.17,북한 황해북도 평산 북서쪽 24km 지역
2020-03-10 01:16:33,2.0,12,35.44,125.54,전북 군산시 어청도 남남서쪽 85km 해역
2020-03-20 16:02:45,2.7,9,35.39,128.01,경남 산청군 동남동쪽 13km 지역
2020-04-03 19:44:35,2.2,0,38.75,125.72,북한 황해북도 송림 동북동쪽 8km 지역
2020-04-18 07:36:28,2.3,14,37.58,126.14,인천 강화군 서남서쪽 36km 해역
2020-04-22 20:54:26,2.1,9,38.11,130.01,강원 동해시 북동쪽 102km 해역
2020-04-24 02:07:22,2.3,15,35.30,125.54,전남 신안군 흑산도 북쪽 73km 해역
2020-04-27 11:07:10,2.8,6,35.80,127.53,전북 장수군 북쪽 17km 지역
2020-04-28 12:06:53,2.4,10,36.16,127.43,충남 금산군 북서쪽 8km 지역
2020-04-28 12:52:01,2.1,22,34.66,126.41,전남 해남군 서북서쪽 20km 지역
2020-04-29 15:10:47,2.4,3,39.39,126.13,북한 평안남도 성천 북북서쪽 18km 지역
2020-04-30 07:13:13,2.4,21,34.66,126.40,전남 해남군 서북서쪽 21km 지역
2020-05-02 02:57:02,2.3,21,34.66,126.40,전남 해남군 서북서쪽 21km 지역
2020-05-03 22:07:14,3.1,21,34.66,126.40,전남 해남군 서북서쪽 21km 지역
2020-05-05 06:44:29,2.4,0,38.47,126.16,북한 황해북도 평산 북서쪽 26km 지역
2020-05-07 02:07:31,2.1,17,34.77,124.68,전남 신안군 흑산도 서쪽 73km 해역
2020-05-09 01:57:39,2.2,21,34.66,126.40,전남 해남군 서북서쪽 21km 지역
2020-05-09 12:27:08,2.2,8,38.87,126.22,북한 평안남도 성천 남쪽 41km 지역
2020-05-11 19:45:06,3.8,16,38.68,127.18,북한 강원 평강 북북서쪽 32km 지역
2020-05-13 15:19:02,2.8,12,36.10,127.34,전북 완주군 북동쪽 27km 지역
2020-05-22 21:18:32,2.1,11,37.67,125.00,북한 황해남도 옹진 남서쪽 43km 해역
2020-05-27 19:23:28,2.8,6,36.01,128.01,경북 김천시 남남서쪽 17km 지역
2020-06-04 02:21:01,2.5,6,38.75,125.69,북한 황해북도 송림 동북동쪽 5km 지역
2020-06-08 00:52:10,2.1,5,36.01,128.01,경북 김천시 남남서쪽 17km 지역
2020-06-21 09:49:52,2.3,9,38.47,128.52,강원 고성군 북북동쪽 11km 해역
2020-06-23 19:58:05,2.1,6,37.86,126.90,경기 파주시 북동쪽 15km 지역
2020-06-24 03:28:47,2.5,0,38.66,125.95,북한 황해북도 사리원 북동쪽 24km 지역
2020-07-03 13:59:31,2.3,6,37.18,128.71,강원 영월군 동쪽 22km 지역
2020-07-07 14:08:23,3.3,12,37.19,125.55,인천 옹진군 연평도 남남서쪽 54km 해역
2020-07-11 22:38:55,2.7,0,37.88,129.58,강원 동해시 북동쪽 57km 해역
2020-07-15 15:20:47,2.4,0,34.88,124.68,전남 신안군 흑산도 서북서쪽 77km 해역
2020-07-20 19:02:00,2.0,11,34.53,128.14,경남 남해군 남남동쪽 41km 해역
2020-07-25 00:34:06,2.2,7,34.06,125.54,전남 신안군 흑산도 남쪽 66km 해역
2020-08-01 02:58:47,2.0,17,38.65,127.16,북한 강원 평강 북북서쪽 29km 지역
2020-08-01 13:15:06,2.0,19,36.77,128.48,경북 예천군 북쪽 13km 지역
2020-08-05 01:22:48,2.0,7,38.85,125.71,북한 황해북도 송림 북북동쪽 14km 지역
2020-08-07 21:27:43,2.4,1,41.30,129.09,북한 함경북도 길주 북북서쪽 43km 지역
2020-08-21 03:52:51,2.5,14,37.91,125.93,북한 황해남도 해주 남동쪽 24km 지역
2020-09-02 19:43:06,2.3,4,34.38,126.20,전남 진도군 남남서쪽 13km 지역
2020-09-12 13:31:05,2.4,15,36.03,128.40,경북 칠곡군 북쪽 4km 지역
2020-09-13 00:54:03,2.9,15,37.64,124.60,인천 옹진군 백령도 남남서쪽 35km 해역
2020-09-20 01:22:14,2.2,17,36.51,127.14,충남 공주시 북북동쪽 7km 지역
2020-09-22 20:08:54,2.1,15,36.60,129.37,경북 영덕군 북쪽 21km 지역
2020-10-02 21:31:23,2.5,0,38.74,125.89,북한 황해북도 송림 동쪽 22km 지역
2020-10-02 22:29:50,2.6,0,38.74,125.90,북한 황해북도 송림 동쪽 23km 지역
2020-10-03 01:37:30,2.3,0,38.83,126.03,북한 황해북도 연산 서남서쪽 20km 지역
2020-10-07 04:05:32,2.1,22,33.92,127.44,전남 여수시 거문도 남동쪽 16km 해역
2020-10-09 04:38:14,2.1,15,35.75,129.17,경북 경주시 남남서쪽 13km 지역
2020-10-24 15:09:01,2.1,21,33.93,127.45,전남 여수시 거문도 남동쪽 16km 해역
2020-10-25 19:10:49,2.5,17,33.89,125.65,전남 진도군 남서쪽 87km 해역
2020-11-04 04:41:54,2.8,2,38.79,125.72,북한 황해북도 송림 북동쪽 10km 지역
2020-11-04 07:23:48,2.2,23,35.83,129.78,경북 포항시 남구 동남동쪽 43km 해역
2020-11-04 16:50:30,2.4,22,35.84,129.79,경북 포항시 남구 동남동쪽 43km 해역
2020-11-06 18:27:23,2.0,8,36.43,128.14,경북 상주시 북서쪽 3km 지역
2020-11-08 15:26:09,2.9,9,36.41,128.22,경북 상주시 동쪽 5km 지역
2020-11-15 00:00:29,2.1,17,35.76,129.18,경북 경주시 남남서쪽 11km 지역
2020-11-17 03:10:29,2.6,4,41.28,129.18,북한 함경북도 길주 북북서쪽 38km 지역
2020-11-19 23:17:28,3.1,15,37.99,125.37,북한 황해남도 옹진 북쪽 7km 지역
2020-12-15 17:15:31,2.3,16,37.70,125.17,북한 황해남도 옹진 남남서쪽 31km 해역
2020-12-18 17:17:23,2.7,16,37.66,129.32,강원 동해시 북동쪽 24km 해역
2020-12-23 21:28:20,2.2,12,37.73,126.73,경기 파주시 남서쪽 6km 지역
2021-01-14 08:17:28,2.1,0,36.86,125.43,충남 태안군 서격렬비도 북북서쪽 30km 해역
2021-01-24 06:23:05,2.1,11,35.84,125.14,전북 군산시 어청도 서남서쪽 81km 해역
2021-02-03 12:17:56,2.2,8,37.32,126.24,인천 옹진군 서남서쪽 38km 해역
2021-02-06 04:40:03,2.7,5,35.81,127.53,전북 장수군 북쪽 18km 지역
2021-02-08 03:37:34,3.2,24,40.67,127.45,북한 함경남도 장진 북북동쪽 37km 지역
2021-02-08 07:46:51,2.3,24,40.64,127.62,북한 함경남도 장진 북동쪽 43km 지역
2021-02-10 19:28:18,2.1,9,37.32,126.24,인천 옹진군 서남서쪽 38km 해역
2021-02-15 18:59:25,2.5,14,35.99,126.84,전북 군산시 동북동쪽 10km 지역
2021-02-21 09:03:34,2.2,18,35.47,126.34,전남 영광군 북서쪽 27km 해역
2021-03-16 02:51:52,2.6,18,35.76,129.19,경북 경주시 남남서쪽 11km 지역
2021-04-13 21:56:15,2.0,13,36.02,126.91,전북 익산시 북북서쪽 9km 지역
2021-04-16 01:43:23,2.2,11,37.29,127.71,경기 여주시 동쪽 7km 지역
2021-04-19 14:20:27,3.7,15,35.07,125.08,전남 신안군 흑산도 북서쪽 54km 해역
2021-04-19 15:48:52,2.7,20,41.28,129.13,북한 함경북도 길주 북북서쪽 40km 지역
2021-04-20 02:13:27,2.6,15,35.08,125.05,전남 신안군 흑산도 북서쪽 57km 해역
2021-04-23 02:41:27,2.2,6,40.49,127.51,북한 함경남도 장진 동북동쪽 26km 지역
2021-04-25 17:07:59,2.3,5,37.48,124.36,인천 옹진군 백령도 남남서쪽 60km 해역
2021-04-28 12:00:40,2.5,20,35.65,129.79,울산 동구 동북동쪽 37km 해역
2021-04-29 05:12:25,2.0,18,35.65,129.83,울산 동구 동북동쪽 41km 해역
2021-04-30 16:15:04,2.1,7,35.52,128.88,경남 밀양시 동쪽 12km 지역
2021-05-13 06:04:28,2.0,10,35.89,127.33,전북 완주군 동쪽 15km 지역
2021-05-26 06:13:24,2.2,0,35.83,124.56,충남 태안군 서격렬비도 남서쪽 124km 해역
2021-05-30 23:53:53,2.4,9,38.73,126.06,북한 황해북도 연산 남서쪽 23km 지역
2021-06-07 18:34:02,2.1,13,33.68,128.07,전남 여수시 거문도 동남동쪽 80km 해역
2021-06-13 06:13:51,2.0,26,36.97,130.34,경북 울릉군 울릉도 남서쪽 76km 해역
2021-06-13 23:57:32,2.5,15,41.29,129.13,북한 함경북도 길주 북북서쪽 41km 지역
2021-06-14 22:42:17,2.4,20,35.81,129.77,경북 포항시 남구 동남동쪽 43km 해역
2021-07-07 06:57:27,2.3,20,36.77,128.46,경북 예천군 북쪽 14km 지역
2021-07-26 06:50:56,2.2,14,36.32,128.21,경북 상주시 남남동쪽 11km 지역
2021-07-31 05:17:10,2.5,22,35.65,128.40,대구 달성군 남남서쪽 14km 지역
2021-08-01 14:19:26,2.2,13,35.65,129.53,울산 북구 동북동쪽 17km 해역
2021-08-15 09:32:43,2.0,18,35.10,129.78,부산 기장군 동남동쪽 53km 해역
2021-08-18 16:57:11,2.1,0,35.10,129.84,부산 기장군 동남동쪽 58km 해역
2021-08-20 22:26:52,2.1,5,38.37,127.99,북한 강원 회양 남동쪽 50km 지역
2021-08-21 09:40:40,4.0,7,35.70,124.70,전북 군산시 어청도 서남서쪽 124km 해역
2021-08-26 15:58:14,2.3,17,35.07,125.12,전남 신안군 흑산도 북북서쪽 52km 해역
2021-08-28 07:03:22,2.2,15,35.00,127.73,전남 광양시 북북동쪽 7km 지역
2021-08-29 13:03:23,2.2,9,35.31,128.49,경남 함안군 동북동쪽 9km 지역
2021-08-29 18:47:20,2.6,15,36.98,125.02,충남 태안군 서격렬비도 북서쪽 62km 해역
2021-09-01 18:39:52,2.4,15,41.30,129.13,북한 함경북도 길주 북북서쪽 42km 지역
2021-09-11 03:47:27,2.1,8,41.29,129.15,북한 함경북도 길주 북북서쪽 40km 지역
2021-09-12 02:04:46,2.1,13,35.53,128.53,경남 창녕군 동남동쪽 4km 지역
2021-09-14 03:36:01,2.2,16,35.41,128.78,경남 밀양시 남남동쪽 11km 지역
2021-09-17 05:30:13,2.2,8,36.71,126.12,충남 태안군 서남서쪽 16km 지역
2021-09-20 06:58:49,2.2,8,34.88,127.25,전남 보성군 북동쪽 20km 지역
2021-09-23 12:02:43,2.6,16,35.42,128.49,경남 창녕군 남쪽 14km 지역
2021-10-06 21:55:48,2.5,13,35.25,127.86,경남 하동군 북북동쪽 23km 지역
2021-10-17 23:13:56,2.4,33,41.26,129.45,북한 함경북도 길주 북북동쪽 36km 지역
2021-10-19 06:41:35,2.6,0,40.37,127.28,북한 함경남도 장진 동남동쪽 4km 지역
2021-10-19 06:45:03,2.8,0,40.41,127.27,북한 함경남도 장진 북동쪽 4km 지역
2021-10-19 22:13:31,2.2,22,35.90,129.75,경북 포항시 남구 동남동쪽 37km 해역
2021-10-22 06:51:48,2.4,14,36.90,128.22,충북 제천시 남쪽 26km 지역
2021-11-12 01:31:05,2.1,8,36.15,129.38,경북 포항시 북구 북쪽 12km 지역
2021-11-16 11:57:58,2.1,18,35.06,125.06,전남 신안군 흑산도 북서쪽 54km 해역
2021-11-16 20:53:24,2.1,8,34.50,125.90,전남 진도군 서쪽 33km 해역
2021-11-17 01:39:11,2.9,19,35.66,129.75,울산 동구 동북동쪽 35km 해역
2021-11-19 02:35:08,2.2,11,33.85,124.77,전남 신안군 흑산도 남남서쪽 109km 해역
2021-11-22 05:19:31,2.1,7,35.48,127.11,전북 순창군 북북서쪽 12km 지역
2021-12-04 12:33:22,2.3,20,38.02,124.52,인천 옹진군 백령도 서북서쪽 16km 해역
2021-12-09 10:57:47,2.6,17,33.85,125.51,전남 신안군 흑산도 남쪽 91km 해역
2021-12-14 17:19:14,4.9,17,33.09,126.16,제주 서귀포시 서남서쪽 41km 해역
2021-12-15 15:06:47,2.8,14,33.14,126.15,제주 서귀포시 서남서쪽 40km 해역
2021-12-15 22:02:14,2.3,10,35.79,127.80,경남 거창군 북서쪽 15km 지역
2021-12-17 06:22:10,3.2,18,33.12,126.18,제주 서귀포시 서남서쪽 38km 해역
2021-12-30 14:21:35,2.3,19,41.31,129.21,북한 함경북도 길주 북북서쪽 41km 지역
2021-12-30 17:54:56,2.2,14,41.30,129.17,북한 함경북도 길주 북북서쪽 41km 지역
2022-01-28 06:46:53,2.3,9,34.37,127.30,전남 고흥군 남쪽 26km 해역
2022-02-02 12:04:55,2.4,19,35.72,128.99,경북 청도군 동북동쪽 24km 지역
2022-02-04 02:47:44,2.3,16,37.41,129.51,강원 삼척시 동쪽 31km 해역
2022-02-08 15:57:13,2.9,16,35.07,125.06,전남 신안군 흑산도 북서쪽 55km 해역
2022-02-10 17:20:34,2.2,19,35.29,126.59,전남 영광군 동북동쪽 7km 지역
2022-02-11 10:35:26,3.1,17,41.30,129.21,북한 함경북도 길주 북북서쪽 40km 지역
2022-02-14 14:33:22,2.3,22,41.27,129.24,북한 함경북도 길주 북북서쪽 36km 지역
2022-02-14 19:47:27,2.3,18,41.28,129.26,북한 함경북도 길주 북쪽 37km 지역
2022-02-15 06:52:28,2.5,29,41.29,129.23,북한 함경북도 길주 북북서쪽 38km 지역
2022-02-24 12:07:10,2.2,21,34.00,127.59,전남 여수시 거문도 동쪽 25km 해역
2022-02-28 21:31:28,2.1,24,41.25,129.28,북한 함경북도 길주 북쪽 33km 지역
2022-03-04 02:15:37,2.1,29,41.24,129.22,북한 함경북도 길주 북북서쪽 33km 지역
2022-03-05 22:16:21,2.4,12,36.39,127.13,충남 공주시 남쪽 6km 지역
2022-03-06 18:40:32,2.5,18,37.31,129.54,강원 삼척시 동남동쪽 37km 해역
2022-03-15 00:22:27,2.0,12,39.42,126.19,북한 평안남도 성천 북쪽 20km 지역
2022-03-16 18:18:18,2.3,1,33.70,125.06,전남 신안군 흑산도 남남서쪽 113km 해역
2022-04-03 14:19:19,2.0,11,35.69,129.35,경북 경주시 남남동쪽 22km 지역
2022-04-09 10:55:42,2.2,19,36.54,128.08,경북 상주시 북북서쪽 16km 지역
2022-04-10 02:45:46,3.4,18,36.45,129.62,경북 영덕군 동쪽 23km 해역
2022-04-12 14:56:28,2.4,14,36.82,129.47,경북 울진군 남남동쪽 20km 해역
2022-04-16 02:08:34,2.6,18,34.75,127.26,전남 고흥군 북쪽 16km 지역
2022-04-17 23:33:29,2.3,9,35.22,128.60,경남 창원시 마산회원구 동쪽 2km 지역
2022-04-18 14:22:38,2.3,11,37.26,126.10,인천 옹진군 서남서쪽 52km 지역
2022-04-21 02:34:32,2.3,0,38.85,125.78,북한 황해북도 송림 북동쪽 18km 지역
2022-04-30 09:20:21,2.3,10,38.98,127.29,북한 강원 원산 남남서쪽 24km 지역
2022-05-13 06:50:56,2.3,21,33.34,127.22,제주 서귀포시 동쪽 62km 해역
2022-06-02 20:48:21,2.6,26,38.12,130.98,경북 울릉군 울릉도 북쪽 71km 해역
2022-06-29 15:26:06,2.3,21,35.89,129.70,경북 포항시 남구 동남동쪽 33km 해역
2022-06-30 02:55:34,2.1,18,35.90,129.73,경북 포항시 남구 동남동쪽 35km 해역
2022-06-30 22:51:52,2.3,6,37.02,128.98,경북 봉화군 동북동쪽 26km 지역
2022-07-03 07:54:23,2.6,13,33.31,127.45,전남 여수시 거문도 남쪽 81km 해역
2022-07-12 00:41:25,2.1,10,33.14,127.65,제주 서귀포시 동쪽 102km 해역
2022-07-12 00:44:03,2.2,10,33.14,127.66,제주 서귀포시 동쪽 103km 해역
2022-07-12 09:56:02,2.3,6,33.12,127.64,제주 서귀포시 동쪽 102km 해역
2022-07-12 10:09:03,2.7,7,33.11,127.66,제주 서귀포시 동쪽 104km 해역
2022-07-12 10:38:30,2.6,6,33.13,127.66,제주 서귀포시 동쪽 103km 해역
2022-07-16 13:53:36,2.1,14,33.64,128.11,전남 여수시 거문도 동남동쪽 85km 해역
2022-07-20 16:19:50,2.0,17,36.29,126.87,충남 부여군 서북서쪽 4km 지역
2022-07-21 04:46:57,2.3,13,35.79,129.20,경북 경주시 남남서쪽 8km 지역
2022-07-21 18:38:09,2.3,10,36.80,126.25,충남 태안군 북서쪽 7km 지역
2022-07-23 06:27:14,2.5,1,38.45,125.63,북한 황해북도 사리원 서남서쪽 13km 지역
2022-07-23 16:21:48,2.4,3,38.44,125.63,북한 황해북도 사리원 서남서쪽 14km 지역
2022-07-29 05:36:56,2.6,13,35.39,128.24,경남 의령군 북북서쪽 8km 지역
2022-07-31 22:05:06,2.6,1,38.44,125.62,북한 황해남도 안악 남동쪽 13km 지역
2022-08-03 07:55:25,3.1,8,33.14,127.67,전남 여수시 거문도 남남동쪽 104km 해역
2022-08-12 19:37:47,2.7,6,37.41,124.53,인천 옹진군 백령도 남남서쪽 62km 해역
2022-08-16 20:27:25,2.4,0,38.80,125.95,북한 황해북도 연산 서남서쪽 28km 지역
2022-08-22 13:29:26,2.4,2,34.75,124.30,전남 신안군 흑산도 서쪽 103km 해역
2022-08-24 18:31:24,2.1,20,36.47,129.62,경북 영덕군 동북동쪽 24km 해역
2022-08-28 01:54:23,2.4,12,37.17,125.42,인천 옹진군 연평도 남남서쪽 60km 해역
2022-09-01 08:33:53,2.5,0,35.11,125.07,전남 신안군 흑산도 북북서쪽 58km 해역
2022-09-03 00:44:46,2.0,18,36.39,129.89,경북 영덕군 동쪽 47km 해역
